ID,Place,Postcode,Address,ATM Type,Location Type,Line Capacity,Migration,KeyHolder / SVA,Total Location,Latitude,Longitude
S1W445,AALTEN,7121 BA,BREDEVOORTSESTRAATWEG 15,4560,OP,3G (Mobile),MANUAL - 3G Mobile,Keyholder,"Netherlands, AALTEN, BREDEVOORTSESTRAATWEG 15",51.9278087,6.5828005
S1V257,AALSMEER,1431 ED,ZIJDSTRAAT 46A,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AALSMEER, ZIJDSTRAAT 46A",52.268465,4.7470929
S1C495,AALSMEER,1431 ED,ZIJDSTRAAT 46A,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AALSMEER, ZIJDSTRAAT 46A",52.268465,4.7470929
S1W416,ABCOUDE,1391 BT,HOOGSTRAAT 18,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, ABCOUDE, HOOGSTRAAT 18",52.2712213,4.9743532
S1M453,ALBLASSERDAM,2951 GC,HAVEN 1,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, ALBLASSERDAM, HAVEN 1",51.8609384,4.6597312
S1B473,ALKMAAR,1811 KA,BAGIJNENSTRAAT 2,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALKMAAR, BAGIJNENSTRAAT 2",52.6329386,4.7426374
S1I426,ALKMAAR,1811 KA,BAGIJNENSTRAAT 2,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALKMAAR, BAGIJNENSTRAAT 2",52.6329386,4.7426374
S1V234,ALKMAAR,1811 KA,BAGIJNENSTRAAT 2,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALKMAAR, BAGIJNENSTRAAT 2",52.6329386,4.7426374
S1H498,ALKMAAR,1811 KA,BAGIJNENSTRAAT 2,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALKMAAR, BAGIJNENSTRAAT 2",52.6329386,4.7426374
S1M497,ALKMAAR,1825 SH,EUROPABOULEVARD 154,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, ALKMAAR, EUROPABOULEVARD 154",52.654843,4.7569777
S1M448,ALKMAAR,1825 SH,EUROPABOULEVARD 154,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, ALKMAAR, EUROPABOULEVARD 154",52.654843,4.7569777
S1D222,ALKMAAR,1811 JB,LANGESTRAAT 51,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ALKMAAR, LANGESTRAAT 51",52.6311273,4.7478138
S1Y275,ALKMAAR,1811 KH,PAARDENMARKT 2,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ALKMAAR, PAARDENMARKT 2",52.6336691,4.7452421
S1N492,ALKMAAR,1813 BA,VONDELSTRAAT 57,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ALKMAAR, VONDELSTRAAT 57",52.6196967,4.7474246
S1C203,ALKMAAR,1814 GR,WENDELAARSTRAAT 1,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ALKMAAR, WENDELAARSTRAAT 1",52.6196415,4.7364203
S1N443,ALKMAAR,1815 JD,WILHELMINALAAN 12,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ALKMAAR, WILHELMINALAAN 12",52.6286703,4.7370986
S1Y208,ALMERE STAD,1315 TN,BORDES 5,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALMERE STAD, BORDES 5",52.3690812,5.2185119
S1M449,ALMERE STAD,1315 TN,BORDES 5,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALMERE STAD, BORDES 5",52.3690812,5.2185119
S1J410,ALMERE STAD,1315 TN,BORDES 5,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALMERE STAD, BORDES 5",52.3690812,5.2185119
S1M499,ALMERE STAD,1315 TN,BORDES 5,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALMERE STAD, BORDES 5",52.3690812,5.2185119
S1G134,ALMELO,7607 KL,BORNSESTRAAT 117,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ALMELO, BORNSESTRAAT 117",52.3500128,6.66976
S1E467,ALMERE STAD,1315 HD,KOOPMANSTRAAT 15,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ALMERE STAD, KOOPMANSTRAAT 15",52.3718988,5.2163408
S1I455,ALMELO,7607 SM,ROSA LUXEMBURGSTRAAT 2,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALMELO, ROSA LUXEMBURGSTRAAT 2",52.3571442,6.6619063
S1W287,ALMELO,7607 SM,ROSA LUXEMBURGSTRAAT 2,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALMELO, ROSA LUXEMBURGSTRAAT 2",52.3571442,6.6619063
S1W234,ALMELO,7607 SM,ROSA LUXEMBURGSTRAAT 2,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALMELO, ROSA LUXEMBURGSTRAAT 2",52.3571442,6.6619063
S1Y227,ALMELO,7607 SM,ROSA LUXEMBURGSTRAAT 2,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALMELO, ROSA LUXEMBURGSTRAAT 2",52.3571442,6.6619063
S1E292,ALMERE STAD,1315 KM,METROPOLESTRAAT 66,2050,OP,1M (?),MANUAL - Slow line,SVA (SIOC),"Netherlands, ALMERE STAD, METROPOLESTRAAT 66",52.3744813,5.2197273
S1P299,ALMERE STAD,1315 KM,METROPOLESTRAAT 66,2050,OP,1M (?),MANUAL - Slow line,SVA (SIOC),"Netherlands, ALMERE STAD, METROPOLESTRAAT 66",52.3744813,5.2197273
S1J460,ALMERE,1354 AW,MARKT 62 - 68,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, ALMERE, MARKT 62 - 68",52.3365257,5.2193536
S1H151,ALMELO,7603 AV,OOTMARSUMSESTRAAT 340,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ALMELO, OOTMARSUMSESTRAAT 340",52.368603,6.6831019
S1E461,ALMERE STAD,1315 XC,STADHUISPLEIN 91,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ALMERE STAD, STADHUISPLEIN 91",52.371192,5.2201036
S1A450,ALMELO,7606 JZ,STADIONLAAN 30A,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ALMELO, STADIONLAAN 30A",52.3383634,6.6499415
S1D484,ALMELO,7606 GL,REMBRANDTLAAN 173A,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ALMELO, REMBRANDTLAAN 173A",52.3458819,6.6434063
S1W424,ALMERE,1334 BX,ZUIDEINDE 13,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, ALMERE, ZUIDEINDE 13",52.3933528,5.2800772
S1W474,ALMERE,1334 BX,ZUIDEINDE 13,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, ALMERE, ZUIDEINDE 13",52.3933528,5.2800772
S1N453,ALPHEN A/D RIJN,2402 DK,HERENHOF 189,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ALPHEN A/D RIJN, HERENHOF 189",52.1499234,4.661243
S1N414,ALPHEN A/D RIJN,2408 EV,PROVINCIEPASSAGE 112A,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ALPHEN A/D RIJN, PROVINCIEPASSAGE 112A",52.1243773,4.6515204
S1K468,ALPHEN A/D RIJN,2402 EN,RIDDERHOF 49,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, ALPHEN A/D RIJN, RIDDERHOF 49",52.1451997,4.6745622
S1Q203,ALPHEN A/D RIJN,2405 SH,STADHUISPLEIN 12,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALPHEN A/D RIJN, STADHUISPLEIN 12",52.1291036,4.6600751
S1I428,ALPHEN A/D RIJN,2405 SH,STADHUISPLEIN 12,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALPHEN A/D RIJN, STADHUISPLEIN 12",52.1291036,4.6600751
S1M412,ALPHEN A/D RIJN,2405 SH,STADHUISPLEIN 12,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, ALPHEN A/D RIJN, STADHUISPLEIN 12",52.1291036,4.6600751
S1C283,AMERSFOORT,3811 AM,KAMP 21,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMERSFOORT, KAMP 21",52.1574494,5.3942799
S1N235,AMERSFOORT,3823 EG,LAAN NAAR EMICLAER 83,4000,BZK,100M,MANUAL - ATM Type,SVA (SIOC),"Netherlands, AMERSFOORT, LAAN NAAR EMICLAER 83",52.1856137,5.398697
S1G150,AMERSFOORT,3823 EG,LAAN NAAR EMICLAER 83,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMERSFOORT, LAAN NAAR EMICLAER 83",52.1856137,5.398697
S1Y251,AMERSFOORT,3818 AB,LEUSDERWEG 125A,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMERSFOORT, LEUSDERWEG 125A",52.1428034,5.379622
S1K438,AMERSFOORT,3817 AX,STADSRING 115,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMERSFOORT, STADSRING 115",52.1522692,5.3871158
S1K439,AMERSFOORT,3817 AX,STADSRING 115,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMERSFOORT, STADSRING 115",52.1522692,5.3871158
S1K487,AMERSFOORT,3817 AX,STADSRING 115,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMERSFOORT, STADSRING 115",52.1522692,5.3871158
S1K488,AMERSFOORT,3817 AX,STADSRING 115,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMERSFOORT, STADSRING 115",52.1522692,5.3871158
S1F463,AMERONGEN,3958 CP,KON. WILHELMINAWEG 62,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMERONGEN, KON. WILHELMINAWEG 62",52.0005397,5.4560819
S1H417,AMERSFOORT,3825 MA,WOUDA 5,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMERSFOORT, WOUDA 5",52.1951201,5.4312993
S1H464,AMERSFOORT,3825 MA,WOUDA 5,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMERSFOORT, WOUDA 5",52.1951201,5.4312993
S1Y245,AMSTERDAM,1062 AC,AUGUST ALLEBEPLEIN 16,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, AUGUST ALLEBEPLEIN 16",52.3635996,4.8376687
S1B242,AMSTELVEEN,1182 GP,AMSTERDAMSEWEG 55,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTELVEEN, AMSTERDAMSEWEG 55",52.3069043,4.8427176
S1K410,AMSTERDAM,1077 AS,APOLLOLAAN 171,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, APOLLOLAAN 171",52.350033,4.870352
S1I400,AMSTERDAM,1077 AS,APOLLOLAAN 171,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, APOLLOLAAN 171",52.350033,4.870352
S1E427,AMSTERDAM,1077 AS,APOLLOLAAN 171,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, APOLLOLAAN 171",52.350033,4.870352
S1M429,AMSTERDAM,1075 VX,AMSTELVEENSEWEG 135,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, AMSTERDAM, AMSTELVEENSEWEG 135",52.351466,4.8569769
S1J205,AMSTERDAM,1025 GB,BUIKSLOTERMEERPLEIN 310,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, BUIKSLOTERMEERPLEIN 310",52.3974546,4.9397744
S1P201,AMSTERDAM,1066 RC,BELGIEPLEIN 107,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, BELGIEPLEIN 107",52.3457088,4.8120172
S1D275,AMSTERDAM,1053 KK,BILDERDIJKSTRAAT 39,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, BILDERDIJKSTRAAT 39",52.3706984,4.8707535
S1N272,AMSTERDAM,1102 MA,BIJLMERPLEIN 719,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, BIJLMERPLEIN 719",52.318782,4.9633001
S1H486,AMSTERDAM,1071 BA,VAN BAERLESTRAAT 58 - 64,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, VAN BAERLESTRAAT 58 - 64",52.3577522,4.8785122
S1H436,AMSTERDAM,1071 BA,VAN BAERLESTRAAT 58 - 64,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, VAN BAERLESTRAAT 58 - 64",52.3577522,4.8785122
S1W441,AMSTERDAM,1102 DD,BIJLMERPLEIN 207,4560,OP,"1M, 100M",MANUAL - Multiple Lines,SVA (SIOC),"Netherlands, AMSTERDAM, BIJLMERPLEIN 207",52.3141558,4.9516268
S1W491,AMSTERDAM,1102 DD,BIJLMERPLEIN 207,4560,OP,"1M, 100M",MANUAL - Multiple Lines,SVA (SIOC),"Netherlands, AMSTERDAM, BIJLMERPLEIN 207",52.3141558,4.9516268
S1P468,AMSTERDAM,1102 DD,BIJLMERPLEIN 207,2050,OP,"1M, 100M",MANUAL - Multiple Lines,SVA (SIOC),"Netherlands, AMSTERDAM, BIJLMERPLEIN 207",52.3141558,4.9516268
S1C492,AMSTERDAM,1025 XC,BUIKSLOTERMEERPLEIN 241 - 243,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, BUIKSLOTERMEERPLEIN 241 - 243",52.3988944,4.939467
S1C491,AMSTERDAM,1025 XC,BUIKSLOTERMEERPLEIN 241 - 243,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, BUIKSLOTERMEERPLEIN 241 - 243",52.3988944,4.939467
S1G464,AMSTERDAM,1025 XC,BUIKSLOTERMEERPLEIN 241 - 243,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, BUIKSLOTERMEERPLEIN 241 - 243",52.3988944,4.939467
S1O277,AMSTERDAM,1025 XC,BUIKSLOTERMEERPLEIN 241 - 243,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, BUIKSLOTERMEERPLEIN 241 - 243",52.3988944,4.939467
S1Y265,AMSTERDAM,1053 AB,DE CLERCQSTRAAT 35,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, DE CLERCQSTRAAT 35",52.3709568,4.8713258
S1Y453,AMSTERDAM,1072 EW,CEINTUURBAAN 85 HS,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, AMSTERDAM, CEINTUURBAAN 85 HS",52.3528736,4.89054
S1Y404,AMSTERDAM,1072 EW,CEINTUURBAAN 85 HS,4560,OP,1M,MANUAL - Slow line,Keyholder,"Netherlands, AMSTERDAM, CEINTUURBAAN 85 HS",52.3528736,4.89054
S1C432,AMSTERDAM,1012 LP,DAM 1,2000,OP,1M,MANUAL - ATM Type,SVA (frontloader),"Netherlands, AMSTERDAM, DAM 1",52.3735618,4.8943677
S1C431,AMSTERDAM,1012 LP,DAMRAK 90,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, DAMRAK 90",52.3739416,4.8937349
S1I171,AMSTERDAM,1012 LK,DAMRAK 33,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, DAMRAK 33",52.3761009,4.8963537
S1I436,AMSTERDAM,1012 NP,DAM 2,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, DAM 2",52.3733519,4.8930313
S1I486,AMSTERDAM,1012 NP,DAM 2,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, DAM 2",52.3733519,4.8930313
S1I485,AMSTERDAM,1012 NP,DAM 2,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, DAM 2",52.3733519,4.8930313
S1I435,AMSTERDAM,1012 NP,DAM 2,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, DAM 2",52.3733519,4.8930313
S1J296,AMSTERDAM,1078 GZ,EUROPAPLEIN 8,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, EUROPAPLEIN 8",52.3418825,4.8899286
S1L166,AMSTERDAM,1102 BS,FOPPINGADREEF 20 - 22,2050,OP,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, FOPPINGADREEF 20 - 22",52.3108631,4.9507793
S1D425,AMSTELVEEN,1186 AA,GROENELAAN 2,2050,OP,10G,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTELVEEN, GROENELAAN 2",52.2964451,4.8719683
S1K107,AMSTELVEEN,1186 EW,GROENHOF 111 - 112,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTELVEEN, GROENHOF 111 - 112",52.289285,4.8704635
S1Q218,AMSTERDAM,1056 BJ,JAN VAN GALENSTRAAT 89,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, JAN VAN GALENSTRAAT 89",52.3748015,4.8612125
S1I139,AMSTERDAM,1055 EK,GULDEN WINCKELPLANTSOEN 5,2050,OP,"1M, 100M",MANUAL - Multiple Lines,SVA (SIOC),"Netherlands, AMSTERDAM, GULDEN WINCKELPLANTSOEN 5",52.3787186,4.8468
S1L140,AMSTERDAM,1055 EK,GULDEN WINCKELPLANTSOEN 23,4560,BZK,"100M, 1M",REMOTE - Override,SVA (SIOC),"Netherlands, AMSTERDAM, GULDEN WINCKELPLANTSOEN 23",52.3792428,4.8464778
S1I425,AMSTERDAM,1055 EK,GULDEN WINCKELPLANTSOEN 23,4560,BZK,"100M, 1M",REMOTE - Override,SVA (SIOC),"Netherlands, AMSTERDAM, GULDEN WINCKELPLANTSOEN 23",52.3792428,4.8464778
S1L137,AMSTERDAM,1055 EK,GULDEN WINCKELPLANTSOEN 23,2050,BZK,"100M, 1M",REMOTE - Override,SVA (SIOC),"Netherlands, AMSTERDAM, GULDEN WINCKELPLANTSOEN 23",52.3792428,4.8464778
S1Y468,AMSTERDAM,1055 EK,GULDEN WINCKELPLANTSOEN 23,4560,BZK,"100M, 1M",REMOTE - Override,SVA (SIOC),"Netherlands, AMSTERDAM, GULDEN WINCKELPLANTSOEN 23",52.3792428,4.8464778
S1P217,AMSTERDAM,1065 JA,JOH. HUIZINGALAAN 193 - 195,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, JOH. HUIZINGALAAN 193 - 195",52.3564793,4.8276577
S1P203,AMSTERDAM,1058 KK,HAARLEMMERMEERSTRAAT 168,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, HAARLEMMERMEERSTRAAT 168",52.3518322,4.8501647
S1P284,AMSTELVEEN,1185 EV,VAN DER HOOPLAAN 9 - 11.,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTELVEEN, VAN DER HOOPLAAN 9 - 11.",52.2976092,4.854611
S1K496,AMSTERDAM,1013 HS,HAARLEMMERPLEIN 2,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, HAARLEMMERPLEIN 2",52.3843468,4.884471
S1K497,AMSTERDAM,1013 HS,HAARLEMMERPLEIN 2,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, HAARLEMMERPLEIN 2",52.3843468,4.884471
S1K447,AMSTERDAM,1013 HS,HAARLEMMERPLEIN 2,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, HAARLEMMERPLEIN 2",52.3843468,4.884471
S1K448,AMSTERDAM,1013 HS,HAARLEMMERPLEIN 2,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, HAARLEMMERPLEIN 2",52.3843468,4.884471
S1N494,AMSTERDAM,1031 BT,HAGEDOORNWEG 54,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, HAGEDOORNWEG 54",52.3904478,4.9124339
S1W436,AMSTERDAM,1087 KH,LUMIERESTRAAT 4,4560,OP,"2M, 100M",MANUAL - Multiple Lines,Keyholder,"Netherlands, AMSTERDAM, LUMIERESTRAAT 4",52.3530906,5.000007
S1M454,AMSTERDAM,1034 BM,IJDOORNLAAN 1697,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, IJDOORNLAAN 1697",52.4088461,4.9154455
S1B281,AMSTERDAM,1094 LM,SUMATRASTRAAT 25,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, SUMATRASTRAAT 25",52.3640138,4.9356338
S1B276,AMSTERDAM,1094 LM,SUMATRASTRAAT 25,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, SUMATRASTRAAT 25",52.3640138,4.9356338
S1V288,AMSTERDAM,1011 NS,JODENBREESTRAAT 96 - 102,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, JODENBREESTRAAT 96 - 102",52.3688485,4.9024739
S1W200,AMSTERDAM,1011 NS,JODENBREESTRAAT 96 - 102,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, JODENBREESTRAAT 96 - 102",52.3688485,4.9024739
S1M299,AMSTERDAM,1053 EM,KINKERSTRAAT 208,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, KINKERSTRAAT 208",52.3659093,4.8664757
S1O459,AMSTERDAM,1053 DS,KINKERSTRAAT 207 - 209,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, KINKERSTRAAT 207 - 209",52.3656236,4.8665093
S1N495,AMSTERDAM,1053 DS,KINKERSTRAAT 207 - 209,2050,OP,2M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, KINKERSTRAAT 207 - 209",52.3656236,4.8665093
S1C235,AMSTERDAM,1017 RR,KLEINE GARTMANPLANTSOEN 2A,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, KLEINE GARTMANPLANTSOEN 2A",52.3636773,4.8831392
S1H446,AMSTERDAM,1017 RR,KLEINE GARTMANPLANTSOEN 2A,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, KLEINE GARTMANPLANTSOEN 2A",52.3636773,4.8831392
S1H445,AMSTERDAM,1017 RR,KLEINE GARTMANPLANTSOEN 2A,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, KLEINE GARTMANPLANTSOEN 2A",52.3636773,4.8831392
S1H495,AMSTERDAM,1017 RR,KLEINE GARTMANPLANTSOEN 2A,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, KLEINE GARTMANPLANTSOEN 2A",52.3636773,4.8831392
S1C238,AMSTERDAM,1017 RR,KLEINE GARTMANPLANTSOEN 2A,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, KLEINE GARTMANPLANTSOEN 2A",52.3636773,4.8831392
S1H494,AMSTERDAM,1017 RR,KLEINE GARTMANPLANTSOEN 2A,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, KLEINE GARTMANPLANTSOEN 2A",52.3636773,4.8831392
S1F477,AMSTERDAM,1082 PP,G. MAHLERLAAN 10,2000,OP,1G,MANUAL - ATM Type,SVA (frontloader),"Netherlands, AMSTERDAM, G. MAHLERLAAN 10",52.3370474,4.8747917
S1B223,AMSTERDAM,1051 BC,VAN LIMBURG STIRUMSTRAAT 44,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, VAN LIMBURG STIRUMSTRAAT 44",52.3835974,4.8760276
S1D248,AMSTERDAM,1067 JS,LAMBERTUS ZIJLPLEIN 20,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, LAMBERTUS ZIJLPLEIN 20",52.378237,4.8013002
S1A424,AMSTERDAM,1105 AZ,MEIBERGDREEF 9,2050,BZK,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, MEIBERGDREEF 9",52.2944276,4.9581582
S1K495,AMSTERDAM,1035 EH,MOLENWIJK 42,2050,OP,1M,MANUAL - Slow line,SVA (SIOC),"Netherlands, AMSTERDAM, MOLENWIJK 42",52.4210555,4.8900249
S1H405,AMSTERDAM,1097 BM,MIDDENWEG 10,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, MIDDENWEG 10",52.3548019,4.9285922
S1K459,AMSTERDAM,1097 BM,MIDDENWEG 10,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, MIDDENWEG 10",52.3548019,4.9285922
S1C294,AMSTERDAM,1097 BM,MIDDENWEG 10,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, MIDDENWEG 10",52.3548019,4.9285922
S1K499,AMSTERDAM,1097 BM,MIDDENWEG 10,4560,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, MIDDENWEG 10",52.3548019,4.9285922
S1I437,AMSTERDAM,1012 MH,NIEUWENDIJK 239,2050,OP,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, NIEUWENDIJK 239",52.3736398,4.8926672
S1I487,AMSTERDAM,1012 MH,NIEUWENDIJK 239,2050,OP,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTERDAM, NIEUWENDIJK 239",52.3736398,4.8926672
S1G416,AMSTELVEEN,1181 GW,REMBRANDTWEG 6,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTELVEEN, REMBRANDTWEG 6",52.3033376,4.8609444
S1V400,AMSTELVEEN,1181 GW,REMBRANDTWEG 6,4000,BZK,100M,MANUAL - ATM Type,SVA (SIOC),"Netherlands, AMSTELVEEN, REMBRANDTWEG 6",52.3033376,4.8609444
S1V450,AMSTELVEEN,1181 GW,REMBRANDTWEG 6,4000,BZK,100M,MANUAL - ATM Type,SVA (SIOC),"Netherlands, AMSTELVEEN, REMBRANDTWEG 6",52.3033376,4.8609444
S1G414,AMSTELVEEN,1181 GW,REMBRANDTWEG 6,2050,BZK,100M,REMOTE - 100Mb+,SVA (SIOC),"Netherlands, AMSTELVEEN, REMBRANDTWEG 6",52.3033376,4.8609444
